City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
447,Dalbandin,PK,28.8947,64.4101,92.53,11,94,6.08,overcast clouds
448,Dahanu,IN,19.9667,72.7333,80.4,85,100,19.55,overcast clouds
449,Armidale,AU,-30.5167,151.65,46.2,71,0,2.26,clear sky
450,Riberalta,BO,-10.9833,-66.1,93.4,46,4,4.61,clear sky
451,Sinnamary,GF,5.3833,-52.95,78.73,84,38,7.49,scattered clouds
452,Capoterra,IT,39.1763,8.9718,79.41,74,76,0.72,broken clouds
453,Malakal,SS,9.5334,31.6605,68.07,95,96,2.89,overcast clouds
454,Honiara,SB,-9.4333,159.95,80.01,82,100,6.67,overcast clouds
455,Bage,BR,-31.3314,-54.1069,47.8,96,100,12.53,overcast clouds
456,Porangatu,BR,-13.4408,-49.1486,74.79,36,14,2.73,few clouds
457,Bontang,ID,0.1333,117.5,77.56,90,92,8.41,overcast clouds
458,Aswan,EG,24.0934,32.907,90.7,23,0,6.91,clear sky
459,Watsa,CD,3.0372,29.5355,63.86,92,96,1.03,overcast clouds
460,Alyangula,AU,-13.8483,136.4192,67.87,100,90,1.14,overcast clouds
461,Tenenkou,ML,14.4572,-4.9169,78.85,76,100,9.33,overcast clouds
462,Port Hardy,CA,50.6996,-127.4199,62.78,82,75,12.66,broken clouds
463,Boden,SE,65.8252,21.6886,62.6,91,64,2.26,broken clouds
464,Lusaka,ZM,-15.4067,28.2871,51.66,58,77,9.86,broken clouds
465,Erzin,TR,36.9559,36.2,79.0,73,0,1.3,clear sky
466,Irbil,IQ,36.1926,44.0106,87.62,18,0,6.91,clear sky
467,Novobirilyussy,RU,56.9514,90.6661,64.11,98,92,7.76,overcast clouds
468,Polyarnyy,RU,69.1989,33.4478,36.07,88,88,9.6,overcast clouds
469,Lagoa,PT,39.05,-27.9833,70.74,89,83,7.65,broken clouds
470,Chapais,CA,49.7834,-74.8492,58.78,91,93,9.73,overcast clouds
471,Namibe,AO,-15.1961,12.1522,65.91,80,0,1.66,clear sky
472,Riyadh,SA,24.6877,46.7219,95.14,19,89,9.15,overcast clouds
473,Moron,AR,-34.6534,-58.6198,55.15,48,74,1.99,broken clouds
474,Kangaatsiaq,GL,68.3065,-53.4641,48.47,85,100,13.53,overcast clouds
475,Clyde River,CA,70.4692,-68.5914,37.63,100,90,11.5,overcast clouds
476,Dergachi,RU,51.2328,48.7659,62.1,52,1,4.9,clear sky
477,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,82.94,30,0,4.79,clear sky
478,San Carlos Del Zulia,VE,9.0,-71.9135,79.21,82,100,6.49,overcast clouds
479,Siguiri,GN,11.6667,-9.5,76.46,87,56,2.93,light rain
480,Moose Factory,CA,51.2585,-80.6094,60.8,63,1,9.22,clear sky
481,Berbera,SO,10.4396,45.0143,88.39,38,77,26.02,broken clouds
482,Del Rio,US,29.3627,-100.8968,101.43,30,1,9.22,clear sky
483,Te Anau,NZ,-45.4167,167.7167,44.02,87,66,3.29,broken clouds
484,Natal,BR,-5.795,-35.2094,77.65,88,75,9.22,broken clouds
485,Kota Kinabalu,MY,5.9749,116.0724,76.98,78,20,5.75,few clouds
486,Mehamn,NO,71.0357,27.8492,45.14,89,27,3.69,scattered clouds
487,Zhifang,CN,30.35,114.3167,80.58,83,10,10.56,clear sky
488,Loei,TH,17.4167,101.5,65.03,90,100,4.23,overcast clouds
489,Kirkwood,US,38.5834,-90.4068,90.48,50,0,1.01,clear sky
490,Puerto Colombia,CO,10.9878,-74.9547,86.09,77,72,9.55,broken clouds
491,Yarmouth,US,41.7057,-70.2286,84.18,68,1,8.01,clear sky
492,Shafter,US,35.5005,-119.2718,95.32,19,100,7.23,overcast clouds
493,Saint-Leu,RE,-21.15,55.2833,65.23,74,39,9.64,scattered clouds
494,Takoradi,GH,4.8845,-1.7554,76.12,76,99,10.18,overcast clouds
495,Nguruka,TZ,-5.1092,31.0419,59.43,50,16,4.09,few clouds
496,Omemee,CA,44.299,-78.5599,83.5,50,1,7.0,clear sky
497,Kashi,CN,39.4547,75.9797,87.01,21,0,8.95,clear sky
498,Srednekolymsk,RU,67.45,153.6833,49.86,57,77,14.54,broken clouds
499,Vestmannaeyjar,IS,63.4427,-20.2734,50.95,82,100,13.11,overcast clouds
500,Ati,TD,13.2154,18.3353,79.32,71,93,4.94,overcast clouds
501,Rwamagana,RW,-1.9487,30.4347,65.64,44,96,1.61,overcast clouds
502,Smithers,CA,54.7804,-127.1743,57.52,88,75,6.91,thunderstorm with light rain
503,East Millcreek,US,40.7,-111.8105,101.14,21,1,5.01,clear sky
504,Ramhormoz,IR,31.28,49.6035,104.31,8,30,7.47,scattered clouds
505,Korla,CN,41.7597,86.1469,82.08,27,0,9.69,clear sky
506,Tucumcari,US,35.1717,-103.725,95.94,33,40,21.85,scattered clouds
507,Macherla,IN,16.4833,79.4333,80.6,68,76,17.25,broken clouds
508,Tiksi,RU,71.6872,128.8694,38.75,87,69,9.89,broken clouds
509,Saint Andrews,US,34.0454,-81.1293,92.98,59,40,8.05,scattered clouds
510,Teguldet,RU,57.3064,88.1667,62.98,96,100,7.54,overcast clouds
511,Nadym,RU,65.5333,72.5167,48.52,73,66,4.7,broken clouds
512,Kaseda,JP,31.4167,130.3167,74.43,78,4,4.83,clear sky
513,Ilo,PE,-17.6394,-71.3375,60.4,84,46,8.95,scattered clouds
514,Bilma,NE,18.6853,12.9164,92.75,38,99,7.36,overcast clouds
515,Half Moon Bay,US,37.4636,-122.4286,93.33,67,75,1.01,broken clouds
516,Olinda,BR,-8.0089,-34.8553,71.33,88,40,4.61,scattered clouds
517,Datong,CN,40.0936,113.2914,68.29,67,99,4.76,overcast clouds
518,Vanimo,PG,-2.6741,141.3028,80.98,72,68,5.14,broken clouds
519,Lloro,CO,5.4961,-76.5495,76.06,94,90,1.7,overcast clouds
520,Khargapur,IN,24.823,79.144,78.1,92,100,13.94,overcast clouds
521,Luba,GQ,3.4568,8.5547,75.09,80,97,8.16,overcast clouds
522,Cabedelo,BR,-6.9811,-34.8339,77.67,83,6,10.22,clear sky
523,Tabou,CI,4.423,-7.3528,76.06,77,100,9.86,overcast clouds
524,Khorixas,NA,-20.3667,14.9667,63.1,29,0,10.87,clear sky
525,Kalmunai,LK,7.4167,81.8167,81.86,68,99,3.33,overcast clouds
526,Dakar,SN,14.6937,-17.4441,82.53,74,20,4.61,few clouds
527,Bethanien,NA,-26.502,17.1583,58.03,41,0,5.66,clear sky
528,Phalaborwa,ZA,-23.943,31.1411,51.08,64,0,3.67,clear sky
529,Jiexiu,CN,37.0244,111.9125,78.03,63,94,0.81,light rain
530,Jutai,BR,-5.1833,-68.9,79.75,74,100,1.74,overcast clouds
531,Prince George,CA,53.9166,-122.753,67.44,59,1,5.75,clear sky
532,Valparaiso,CL,-33.0393,-71.6273,58.64,78,0,10.36,clear sky
533,Chilca,PE,-12.5211,-76.7372,64.56,87,44,6.96,scattered clouds
534,Turmalina,BR,-17.2856,-42.73,58.5,77,0,2.55,clear sky
535,Liberia,LR,6.5,-9.5,71.55,94,85,3.62,overcast clouds
536,Mount Isa,AU,-20.7333,139.5,55.17,50,80,3.44,broken clouds
537,Bardiyah,LY,31.7561,25.0865,77.88,68,0,6.2,clear sky
538,Encruzilhada Do Sul,BR,-30.5439,-52.5219,60.3,99,100,3.85,light rain
539,Tautira,PF,-17.7333,-149.15,84.22,74,54,7.87,broken clouds
540,Jining,CN,35.405,116.5814,77.0,94,100,8.72,overcast clouds
541,Matay,EG,28.419,30.7792,81.75,41,0,12.37,clear sky
542,Tuensang,IN,26.2833,94.8333,70.34,99,100,2.64,overcast clouds
543,Nelson Bay,AU,-32.7167,152.15,59.0,75,5,1.01,clear sky
544,Innisfail,AU,-17.5333,146.0333,70.18,71,99,3.47,overcast clouds
545,Tilaran,CR,10.4703,-84.9671,71.31,88,100,2.77,overcast clouds
546,Bandarbeyla,SO,9.4942,50.8122,77.07,75,21,25.81,few clouds
547,Tsabong,BW,-26.0217,22.401,47.93,39,0,12.15,clear sky
548,Fairbanks,US,64.8378,-147.7164,72.09,52,1,13.8,clear sky
549,Ambilobe,MG,-13.2,49.05,70.23,64,96,3.74,overcast clouds
550,Oriximina,BR,-1.7656,-55.8661,81.91,51,100,2.86,overcast clouds
551,Maua,BR,-23.6678,-46.4614,74.35,37,0,5.19,clear sky
552,Vynohradove,UA,46.3696,32.9398,75.09,48,39,6.13,scattered clouds
553,Bosaso,SO,11.2842,49.1816,86.54,42,77,20.04,broken clouds
554,Ivanava,BY,52.1451,25.5365,65.77,90,70,8.25,broken clouds
555,Mende,FR,44.6667,3.5,47.79,93,9,1.41,clear sky
556,Ubinskoye,RU,55.3068,79.6802,49.44,73,60,8.46,broken clouds
557,Razdolnoye,RU,43.55,131.9167,73.81,78,87,7.47,overcast clouds
558,Dudinka,RU,69.4058,86.1778,61.36,88,90,8.68,overcast clouds
559,Santa Cruz De La Palma,ES,28.6835,-17.7642,72.14,95,47,16.89,scattered clouds
560,Ixtapa,MX,20.7,-105.2,86.23,76,98,4.0,overcast clouds
561,Saint-Augustin,CA,51.226,-58.6502,62.65,81,98,8.72,overcast clouds
562,Mandera,KE,3.9366,41.867,77.67,55,100,20.89,overcast clouds
563,Ponta Delgada,PT,37.7333,-25.6667,70.52,88,75,11.5,broken clouds
564,Chimore,BO,-16.9833,-65.1333,83.23,45,71,1.61,broken clouds
565,Baker City,US,44.7749,-117.8344,96.64,14,98,6.8,overcast clouds
566,Monteiro,BR,-7.8894,-37.12,68.83,77,72,10.65,broken clouds
567,Krasnoyarka,RU,55.3333,73.1167,46.35,62,69,8.28,broken clouds
568,Pocatello,US,42.8713,-112.4455,96.73,11,53,8.01,broken clouds
569,Chaykovskiy,RU,56.7686,54.1148,57.81,69,65,7.27,broken clouds
570,Qeshm,IR,26.9581,56.2719,93.07,75,54,3.56,broken clouds
571,Panino,RU,51.6467,40.1346,62.37,55,10,3.13,clear sky
572,Beidao,CN,34.5686,105.8933,65.71,89,100,0.81,light rain
573,Ambon,ID,-3.6954,128.1814,75.34,94,20,1.14,few clouds
574,Westport,US,41.1415,-73.3579,88.05,55,40,1.99,scattered clouds
575,Shelburne,CA,44.0787,-80.2041,82.56,59,6,9.15,clear sky
576,Constantine,DZ,36.365,6.6147,74.61,49,40,3.44,scattered clouds
577,Talnakh,RU,69.4865,88.3972,69.08,72,75,7.58,broken clouds
578,Shache,CN,38.4167,77.2406,87.06,24,22,4.16,few clouds
579,Eston,CA,51.1501,-108.7514,82.29,29,0,9.78,clear sky
580,Nouadhibou,MR,20.931,-17.0347,69.78,88,0,25.32,clear sky
581,Rio Cuarto,AR,-33.1307,-64.3499,49.77,32,0,10.36,clear sky
582,Pervomayskoye,RU,43.919,46.7102,74.16,70,99,4.16,overcast clouds
583,Zhanaozen,KZ,43.3,52.8,82.9,25,32,18.03,scattered clouds
584,Labelle,US,26.7617,-81.4384,85.15,92,96,17.92,overcast clouds
585,Qasigiannguit,GL,68.8193,-51.1922,48.97,90,100,10.42,overcast clouds
586,Almansa,ES,38.8692,-1.0971,68.09,87,29,2.89,scattered clouds
587,Suzhou,CN,31.3114,120.6181,78.67,97,100,16.37,light rain
588,Aljezur,PT,37.3191,-8.8033,63.09,90,0,11.79,clear sky
589,Bac Lieu,VN,9.285,105.7244,78.49,85,44,10.76,scattered clouds
590,Padang,ID,-0.9492,100.3543,77.05,89,21,3.87,few clouds
591,Tatawin,TN,32.9297,10.4518,78.46,52,0,2.93,clear sky
592,Elk City,US,35.412,-99.4043,92.16,51,1,0.0,clear sky
593,Colesville,US,39.0757,-77.0019,87.82,67,75,3.0,light rain
594,Alta Floresta,BR,-9.8756,-56.0861,79.7,35,57,2.73,broken clouds
595,Hami,CN,42.8,93.45,82.4,22,4,12.17,clear sky
596,Jodhpur,IN,26.2867,73.03,80.83,80,100,16.82,overcast clouds
597,Aborlan,PH,9.4352,118.5492,81.09,72,97,3.83,overcast clouds
598,Labytnangi,RU,66.6572,66.4183,48.07,89,99,6.53,overcast clouds
599,Stephenville,US,32.2207,-98.2023,98.94,33,1,3.44,clear sky
600,Djambala,CG,-2.5447,14.7533,71.82,51,58,4.16,broken clouds
601,Anito,PH,12.4497,125.2886,82.81,76,100,11.61,overcast clouds
602,Bandar-E Lengeh,IR,26.5579,54.8807,92.3,69,4,7.74,clear sky
603,Lorengau,PG,-2.0226,147.2712,83.34,75,80,3.42,moderate rain
604,Beloha,MG,-25.1667,45.05,61.5,67,60,11.74,broken clouds
605,Ouadda,CF,8.0777,22.4007,65.75,98,94,2.42,overcast clouds
606,Opuwo,NA,-18.0607,13.84,59.04,34,0,7.05,clear sky
607,Nara,JP,34.6851,135.8049,81.72,94,86,6.91,overcast clouds
608,Saint-Georges,GD,12.0564,-61.7485,82.08,83,40,5.75,scattered clouds
609,Kursk,RU,51.7303,36.1939,61.0,72,4,2.24,clear sky
610,Xifeng,CN,42.7372,124.7222,77.59,78,71,4.16,broken clouds
611,Taksimo,RU,56.3444,114.8794,66.56,61,0,1.5,clear sky
612,Hokitika,NZ,-42.7167,170.9667,52.32,73,87,16.26,overcast clouds
613,Riosucio,CO,5.4216,-75.7032,72.03,97,93,1.54,light rain
614,Sambava,MG,-14.2667,50.1667,69.21,81,87,13.85,overcast clouds
615,Omsukchan,RU,62.5333,155.8,49.8,88,100,6.17,overcast clouds
616,Antipovka,RU,49.8299,45.3122,64.92,54,0,6.93,clear sky
617,Keffi,NG,8.8486,7.8736,75.58,95,100,0.2,overcast clouds
618,Leshukonskoye,RU,64.8989,45.7622,46.44,90,100,10.11,overcast clouds
619,Barguzin,RU,53.6167,109.6167,67.41,67,72,4.34,broken clouds
620,Beringovskiy,RU,63.05,179.3167,53.74,91,100,7.23,overcast clouds
621,Byron Bay,AU,-28.65,153.6167,59.05,52,0,1.95,clear sky
622,Bara,NG,10.3744,10.7288,71.47,97,100,6.67,moderate rain
623,Lasa,IT,46.6166,10.7002,63.01,86,60,2.71,light rain
624,Boa Vista,BR,2.8197,-60.6733,82.38,74,75,10.36,thunderstorm
625,Hluti,SZ,-27.2167,31.6167,47.89,77,14,4.0,few clouds
626,Mathbaria,BD,22.2876,89.9593,79.65,90,100,5.99,overcast clouds
627,Hobyo,SO,5.3505,48.5268,76.48,74,46,22.32,scattered clouds
628,Uyuni,BO,-20.4597,-66.825,42.31,31,31,23.67,scattered clouds
629,Bantry,IE,51.6833,-9.45,56.68,89,100,8.14,overcast clouds
630,Margate,GB,51.3813,1.3862,64.9,88,45,1.99,scattered clouds
631,Matara,LK,5.9485,80.5353,78.93,89,94,10.78,overcast clouds
632,Bartica,GY,6.4,-58.6167,84.52,91,19,3.49,few clouds
633,Bitung,ID,1.4451,125.1824,76.05,79,99,15.52,overcast clouds
634,Murgud,IN,16.4,74.2,70.97,94,83,10.27,broken clouds
635,Huntsville,US,34.7304,-86.5861,87.13,75,1,5.01,clear sky
636,Bushehr,IR,28.9684,50.8385,95.2,54,3,7.16,clear sky
637,Qandala,SO,11.472,49.8728,86.16,50,59,11.86,broken clouds
638,Faro,PT,37.0194,-7.9322,78.58,41,0,10.36,clear sky
639,Santa Luzia,BR,-19.7697,-43.8514,68.9,54,0,5.75,clear sky
640,Ust-Tsilma,RU,65.441,52.1498,42.15,96,93,10.38,overcast clouds
641,Stornoway,GB,58.2093,-6.3865,63.93,94,90,4.61,overcast clouds
642,Bela,IN,25.9333,81.9833,82.11,85,100,4.5,moderate rain
643,Bati,ET,11.1833,40.0167,64.56,80,85,3.38,light rain
644,Povenets,RU,62.8487,34.8262,56.89,70,70,6.73,broken clouds
645,Pangody,RU,65.85,74.4859,47.68,80,100,8.32,overcast clouds
646,Sao Joao Da Barra,BR,-21.6403,-41.0511,71.91,80,0,17.6,clear sky
647,Madang,PG,-5.2246,145.7966,80.29,87,99,1.14,overcast clouds
648,Keti Bandar,PK,24.1447,67.4497,82.56,83,100,21.43,overcast clouds
649,Svetlaya,RU,46.5389,138.3297,73.65,84,99,3.78,overcast clouds
650,Autazes,BR,-3.5797,-59.1306,79.77,57,100,2.39,overcast clouds
651,Ca Mau,VN,9.1769,105.15,77.16,90,45,4.99,scattered clouds
652,Rasht,IR,37.2808,49.5832,77.92,63,1,2.51,clear sky
653,Dong Hoi,VN,17.4833,106.6,81.16,77,100,12.73,overcast clouds
654,Koutsouras,GR,35.0339,25.9469,77.63,60,0,11.77,clear sky
655,Broome,US,42.2506,-75.833,81.57,62,19,2.26,few clouds
656,Juneau,US,58.3019,-134.4197,66.85,85,48,1.01,light rain
657,Bantou,CN,26.2151,117.4893,78.35,87,100,2.26,overcast clouds
658,Porbandar,IN,21.6422,69.6093,81.91,85,100,18.99,overcast clouds
659,Camacha,PT,33.0833,-16.3333,70.56,73,75,11.5,broken clouds
660,Dingle,PH,10.9995,122.6711,80.47,85,100,12.19,light rain
661,Mattru,SL,7.6244,-11.8332,73.53,95,71,2.95,broken clouds
662,Aripuana,BR,-9.1667,-60.6333,82.56,40,19,1.16,few clouds
663,Santa Rosa,PH,14.3122,121.1114,84.18,79,98,16.73,overcast clouds
664,Birjand,IR,32.8663,59.2211,82.87,23,0,23.02,sand
665,Suihua,CN,46.6406,126.9969,72.72,91,100,6.26,overcast clouds
666,Mabaruma,GY,8.2,-59.7833,75.67,90,23,3.15,few clouds
667,Fortuna,US,40.5982,-124.1573,99.48,77,1,16.11,clear sky
668,Horsham,GB,51.064,-0.3272,67.05,90,88,2.3,overcast clouds
669,Sexsmith,CA,55.35,-118.786,73.58,82,75,2.3,broken clouds
670,Churapcha,RU,62.0025,132.4325,77.74,49,29,12.12,scattered clouds
671,Charters Towers,AU,-20.1,146.2667,63.3,69,28,10.85,scattered clouds
672,Magaria,NE,12.9983,8.9099,75.04,86,100,2.42,heavy intensity rain
673,Lahij,YE,13.1667,44.5833,79.39,73,100,6.13,overcast clouds
